D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.008,3.49,12750,2004,207.09,0.235,1010,1071.4238,1041.876
0.008,3.49,12750,2004,227.65,0.246,923,1014.71968,947.4227
0.008,3.49,12750,2004,249.92,0.257,822,950.57736,878.5541
0.008,3.49,12750,2004,270.26,0.286,749,770.26928,777.1367
0.008,3.49,12750,2004,292.71,0.318,663,582.02872,656.3709
0.008,3.49,12750,2004,310.68,0.35,590,402.126,571.0859
0.008,3.49,12750,2004,324.27,0.366,512,318.36216,549.7145
0.008,1.57,12750,2737,224.59,0.082,2255,2122.98694,2150.654
0.008,1.57,12750,2737,239.74,0.103,2096,1905.96607,1807.428
0.008,1.57,12750,2737,249.92,0.091,1887,2028.83272,1967.936
0.008,1.57,12750,2737,260.1,0.122,1841,1724.12068,1593.497
0.008,1.57,12750,2737,268.25,0.119,1692,1752.83311,1609.637
0.008,1.57,12750,2737,280.53,0.139,1562,1561.41691,1471.815
0.008,1.57,12750,2737,290.66,0.144,1401,1513.56286,1433.029
0.008,1.57,12750,2737,299.67,0.159,1288,1383.80482,1332.977
0.008,1.57,12750,2731,309.66,0.176,1156,1247.84724,1202.505
0.008,1.57,12750,2485,320.44,0.232,1040,956.8454,1024.851
0.008,1.57,12750,2690,129.93,-0.006,3275,3114.9598,3221.237
0.008,1.57,12750,2690,137.95,-0.011,3139,3157.5263,3280.514
0.008,1.57,12750,2690,147.12,0.005,3071,3003.0445,3080.87
0.008,1.57,12750,2679,158.35,0.017,2942,2856.12113,2935.535
0.008,1.57,12750,2690,168.34,0.027,2845,2735.3683,2819.817
0.008,1.57,12750,2690,178.49,0.031,2714,2686.6999,2759.667
0.008,1.57,12750,2718,187.65,0.039,2638,2591.02882,2658.487
0.008,1.57,12750,2707,199,0.054,2517,2414.88698,2472.736
0.008,1.57,12750,2707,209.1,0.075,2446,2197.298,2223.208
0.008,1.57,12750,2707,219.31,0.078,2302,2166.21386,2179.851
0.008,1.57,12750,2707,228.52,0.091,2213,2031.51592,1966.931
0.008,1.57,12750,2668,238.67,0.098,2049,1963.38624,1862.96
0.008,1.57,12750,2679,239.74,0.103,2061,1912.91969,1779.684
0.008,1.57,12750,2679,249.92,0.105,1910,1893.79315,1730.578
0.008,1.57,12750,2668,261.13,0.114,1755,1809.05824,1640.979
0.008,1.57,12750,2668,270.26,0.121,1631,1742.12536,1589.331
0.008,1.57,12750,2652,280.53,0.134,1502,1619.80416,1492.635
0.008,1.57,12750,2668,291.59,0.144,1353,1522.20304,1432.439
0.008,1.57,12750,2668,300.75,0.154,1224,1432.53488,1363.975
0.008,1.57,12750,2679,310.68,0.171,1098,1294.01086,1239.674
0.008,2.44,12750,2787,199,0.104,1745,1890.39426,1933.986
0.008,2.44,12750,2696,209.1,0.106,1644,1882.18512,1714.933
0.008,2.44,12750,2696,220.41,0.113,1552,1815.22676,1629.274
0.008,2.44,12750,2696,228.52,0.12,1490,1748.2684,1553.57
0.008,2.44,12750,2696,239.74,0.135,1415,1604.7862,1434.139
0.008,2.44,12750,2674,250.97,0.145,1313,1511.8891,1358.2
0.008,2.44,12750,2701,260.1,0.15,1243,1460.674,1314.167
0.008,2.44,12750,2696,270.26,0.165,1171,1340.4166,1201.809
0.008,2.44,12750,2751,279.56,0.168,1100,1309.84372,1170.176
0.008,2.44,12750,2432,290.66,0.239,1020,942.63996,861.632
0.008,2.44,12750,2657,300.75,0.214,933,1009.6251,902.658
0.008,2.44,12750,2580,301.82,0.214,894,1016.224,897.2579
0.008,2.44,12750,2580,311.69,0.229,808,958.789,853.4861
0.008,2.44,12750,2597,322.45,0.243,699,904.19445,820.0076
0.008,5.03,12750,2726,203.06,0.204,956,1040.6148,1018.683
0.008,5.03,12750,2726,209.1,0.204,928,1040.6148,1010.915
0.008,5.03,12750,2726,218.43,0.205,885,1036.9245,995.1598
0.008,5.03,12750,2709,231.56,0.224,838,968.1042,854.6794
0.008,5.03,12750,2715,238.67,0.22,800,982.45,879.1317
0.008,5.03,12750,2709,238.67,0.22,799,982.93,875.8297
0.008,5.03,12750,2715,248.87,0.235,768,926.93875,772.0105
0.008,5.03,12750,2731,250.97,0.237,765,918.51565,753.0153
0.008,5.03,12750,2676,259.08,0.246,719,888.3872,714.5023
0.008,5.03,12750,2698,267.24,0.25,689,872.303,683.9274
0.008,5.03,12750,2682,278.38,0.269,649,777.2853,624.9501
0.008,5.03,12750,2709,287.64,0.276,613,741.5324,602.5032
0.008,5.03,12750,2698,297.68,0.283,562,706.5539,578.1242
0.008,5.03,12750,2682,307.78,0.29,507,671.355,548.209
0.008,5.03,12750,2726,314.67,0.297,478,636.5707,528.6703
0.008,5.03,12750,2704,316.63,0.301,465,615.187,515.4048
0.008,5.03,12750,2682,318.55,0.306,455,584.186,498.7425
0.008,5.03,12750,2726,321.37,0.31,446,561.286,498.5583
0.008,5.03,12750,2671,326.19,0.312,404,547.02,491.025
0.008,1.57,12750,3272,203.06,0.041,2880,2624.98492,2779.297
0.008,1.57,12750,3245,227.65,0.051,2472,2496.61305,2592.69
0.008,1.57,12750,3239,248.03,0.091,2270,2012.35811,1922.288
0.008,1.57,12750,3239,260.1,0.099,2071,1915.69179,1782.726
0.008,1.57,12750,3239,270.26,0.101,1879,1893.86249,1733.046
0.008,1.57,12750,3250,280.53,0.121,1772,1698.8225,1536.206
0.008,1.57,12750,3250,280.53,0.121,1772,1698.8225,1536.206
0.008,1.57,12750,3222,290.66,0.129,1577,1621.23958,1480.313
0.008,1.57,12750,3228,300.75,0.142,1419,1494.53216,1371.969
0.008,1.57,12750,3239,310.68,0.159,1265,1353.44831,1311.479
0.008,1.57,12750,3239,323.36,0.201,1125,1063.3468,1206.997
0.008,1.57,12750,3180,180.56,0.019,3114,2884.9932,2975.489
0.008,1.57,12750,3191,188.79,0.022,2997,2849.25392,2931.645
0.008,1.57,12750,3191,197.87,0.029,2871,2761.99969,2841.116
0.008,1.57,12750,3152,209.1,0.039,2684,2631.31788,2711.386
0.008,1.57,12750,3180,219.31,0.053,2590,2462.8106,2546.663
0.008,1.57,12750,3169,230.69,0.061,2415,2366.26151,2435.283
0.008,1.57,12750,3158,239.74,0.066,2259,2305.75392,2380.764
0.008,1.57,12750,3191,248.87,0.084,2195,2094.48066,2022.864
0.008,1.57,12750,3185,260.1,0.091,2008,2010.76565,1891.047
0.008,1.57,12750,3191,270.26,0.088,1796,2046.74462,1930.396
0.008,1.57,12750,3191,281.5,0.113,1690,1777.20653,1583.13
0.008,1.57,12750,3191,290.66,0.124,1545,1670.31194,1513.047
0.008,1.57,12750,3180,300.75,0.143,1409,1485.9384,1360.118
0.008,1.57,12750,3196,310.68,0.157,1244,1367.47432,1305.126
0.008,1.57,12750,3202,320.44,0.182,1108,1189.33184,1244.09
0.008,2.44,12750,3169,225.46,0.095,1711,1962.83145,1879.789
0.008,2.44,12750,3185,230.69,0.104,1687,1864.6709,1707.707
0.008,2.44,12750,3185,240.81,0.11,1584,1806.386,1614.125
0.008,2.44,12750,3185,249.92,0.115,1488,1757.81525,1544.773
0.008,2.44,12750,3191,260.1,0.131,1412,1602.28811,1429.729
0.008,2.44,12750,3185,270.26,0.141,1311,1505.24735,1354.689
0.008,2.44,12750,3185,281.5,0.158,1217,1360.2988,1230.628
0.008,2.44,12750,3185,291.59,0.167,1105,1295.58745,1175.816
0.008,2.44,12750,3185,310.68,0.201,929,1054.642,1030.783
0.008,2.44,12750,3229,319.5,0.224,864,975.9977,967.3593
0.008,5.03,12750,3207,240.81,0.215,926,1006.401,933.6346
0.008,5.03,12750,3218,252.02,0.204,847,1048.8214,997.9849
0.008,5.03,12750,3218,261.13,0.231,831,948.5596,840.7916
0.008,5.03,12750,3207,271.26,0.249,791,880.6316,753.2703
0.008,5.03,12750,3207,279.56,0.255,749,856.02065,738.1229
0.008,5.03,12750,3207,294.75,0.274,675,776.55562,694.9302
0.008,5.03,12750,3207,301.82,0.292,653,701.27296,628.7985
0.008,5.03,12750,3207,310.68,0.305,605,639.1263,593.379
0.008,5.03,12750,3207,319.5,0.32,556,553.0632,570.3162
0.008,5.03,12750,3207,318.55,0.309,548,616.17614,587.4255
0.008,5.03,12750,3207,324.27,0.335,537,467.0001,573.5714
0.008,0.97,12750,3989,257.01,0.012,3443,3054.00396,3254.259
0.008,0.97,12750,3978,264.2,0.029,3316,2850.32014,3022.307
0.008,0.97,12750,3972,277.4,0.043,2911,2682.61312,2739.402
0.008,0.97,12750,3989,287.64,0.063,2681,2430.90498,2381.606
0.008,0.97,12750,3961,300.75,0.077,2219,2245.20058,2130.347
0.008,0.97,12750,4126,313.69,0.105,1940,1912.1509,1831.676
0.008,0.97,12750,3857,321.37,0.126,1605,1695.3662,1697.353
0.008,1.57,12750,3987,229.6,0.05,2986,2600.6155,2783.861
0.008,1.57,12750,4010,239.74,0.057,2807,2511.0206,2631.024
0.008,1.57,12750,4066,250.97,0.061,2600,2461.79708,2550.83
0.008,1.57,12750,4038,261.13,0.074,2408,2290.32496,2285.12
0.008,1.57,12750,4038,270.26,0.087,2257,2120.38948,2041.76
0.008,1.57,12750,4038,281.5,0.101,2058,1941.56754,1787.111
0.008,1.57,12750,4038,290.66,0.113,1884,1834.93002,1676.64
0.008,1.57,12750,4010,300.75,0.135,1718,1635.5205,1563.179
0.008,1.57,12750,4043,310.68,0.15,1524,1507.0035,1522.315
0.008,1.57,12750,4038,320.44,0.18,1383,1335.533,1447.884
0.008,1.57,12750,4022,220.41,0.028,3101,2866.08756,3034.009
0.008,1.57,12750,3989,229.6,0.05,2995,2600.8285,2764.465
0.008,1.57,12750,4000,239.74,0.049,2764,2613.915,2764.857
0.008,1.57,12750,3978,250.97,0.056,2524,2521.25452,2595.889
0.008,1.57,12750,3978,261.13,0.075,2390,2272.98,2210.426
0.008,1.57,12750,4000,270.26,0.081,2213,2196.675,2093.357
0.008,1.57,12750,4000,280.53,0.097,2049,1987.475,1813.854
0.008,1.57,12750,4000,291.59,0.114,1851,1822.6,1657.745
0.008,1.57,12750,3978,300.75,0.133,1700,1648.7849,1557.23
0.008,1.57,12750,4000,310.68,0.146,1492,1535.4,1519.034
0.008,1.57,12750,4038,320.44,0.178,1373,1346.9062,1452.353
0.008,2.44,12750,3994,301.82,0.172,1225,1371.74196,1344.023
0.008,2.44,12750,3983,310.68,0.187,1108,1283.19237,1265.858
0.008,2.44,12750,3989,320.44,0.214,1009,1155.94042,1132.089
0.008,2.54,12750,3989,270.26,0.128,1532,1695.4067,1566.069
0.008,2.54,12750,4000,282.47,0.145,1407,1544.375,1483.823
0.008,2.54,12750,4000,290.66,0.157,1316,1459.215,1433.373
0.008,2.54,12750,4000,302.71,0.189,1226,1275.055,1263.988
0.008,2.54,12750,4011,310.68,0.2,1121,1214.6595,1215.229
0.008,2.54,12750,4000,320.44,0.229,1029,1100.97,1086.807
0.008,5.03,12750,4009,290.66,0.275,880,960.12475,945.6699
0.008,5.03,12750,4003,298.77,0.291,839,918.09521,899.1944
0.008,5.03,12750,4009,309.66,0.332,814,769.54356,849.7985
0.008,5.03,12750,4009,321.37,0.369,763,653.43431,800.937
0.008,5.03,12750,4014,326.19,0.379,730,631.29766,786.4184
0.008,1.57,12750,4995,244.86,0.043,3255,2805.0405,3120.734
0.008,1.57,12750,4968,253.06,0.055,3086,2645.3038,2878.969
0.008,1.57,12750,4984,260.1,0.044,2802,2790.5408,3079.527
0.008,1.57,12750,4973,270.26,0.056,2567,2632.77036,2853.66
0.008,1.57,12750,5001,280.53,0.073,2383,2409.64433,2545.13
0.008,1.57,12750,4984,290.66,0.095,2203,2111.5886,2214.584
0.008,1.57,12750,4984,300.75,0.114,1991,1936.06688,1980.786
0.008,1.57,12750,4973,311.69,0.142,1791,1717.55958,1813.723
0.008,1.57,12750,4946,320.44,0.172,1642,1548.65968,1695.66
0.008,2,12750,4990,261.13,0.079,2375,2327.1212,2519.414
0.008,2,12750,4990,270.26,0.088,2208,2206.3664,2336.79
0.008,2,12750,4984,280.53,0.106,2053,1998.04352,2015.869
0.008,2,12750,4990,291.59,0.129,1900,1820.7173,1824.509
0.008,2,12750,4990,300.75,0.151,1781,1653.3811,1697.696
0.008,2,12750,4979,319.5,0.193,1451,1455.71233,1519.214
0.016,6,12750,1020,270.26,0.393,537,629.2106254,612.4114
0.016,6,12750,1020,280.53,0.396,505,620.3592041,598.4173
0.016,6,12750,1020,291.59,0.394,464,626.2601516,604.9146
0.011,6,12750,1009,128.03,0.407,663,729.3474556,467.3174
0.011,6,12750,1006,137.95,0.417,647,710.4298149,459.9216
0.011,6,12750,1012,148.06,0.41,627,719.983936,467.1903
0.011,6,12750,1012,158.35,0.405,605,730.8239132,467.6534
0.011,6,12750,988,168.34,0.42,579,720.3226692,456.3879
0.011,6,12750,983,178.49,0.408,550,750.8457459,457.8522
0.011,6,12750,980,188.79,0.415,532,738.3643961,460.8443
0.011,6,12750,974,199,0.416,510,741.588912,457.971
0.011,6,12750,988,209.1,0.39,487,799.2253548,454.3436
0.011,6,12750,986,219.31,0.421,478,719.9572603,452.2571
0.011,6,12750,994,229.6,0.398,450,765.5195837,461.1066
0.011,6,12750,1591,199,0.274,715,856.0794193,701.4171
0.011,6,12750,1600,209.1,0.273,686,858.3844602,699.9707
0.011,6,12750,1603,219.31,0.285,663,794.096769,643.9532
0.011,6,12750,1600,229.6,0.292,635,758.1673314,579.3734
0.011,6,12750,1603,239.74,0.298,607,725.5238286,540.666
0.011,6,12750,1606,249.92,0.301,576,710.0459683,521.1974
0.011,6,12750,1591,249.92,0.29,562,771.6983281,583.3792
0.011,6,12750,1603,260.1,0.3,539,714.9741455,521.3679
0.011,6,12750,1597,260.1,0.299,536,722.2414757,528.4408
0.011,6,12750,1611,270.26,0.296,502,733.418907,535.9951
0.011,6,12750,1588,270.26,0.314,510,665.4611787,456.1378
0.011,6,12750,1608,280.53,0.304,470,697.5692066,489.0082
0.011,6,12750,1611,280.53,0.306,473,688.6615101,473.6802
0.011,6,12750,1617,290.66,0.3,430,710.3238115,509.4056
0.011,6,12750,1614,300.75,0.285,376,790.4570063,597.7202
0.011,6,12750,1611,310.68,0.309,354,676.8338592,461.4174
0.011,6,12750,1614,310.68,0.341,381,549.4082683,406.1994
0.011,6,12750,1606,320.44,0.318,314,643.2074585,445.1311
0.011,6,12750,1617,320.44,0.308,308,678.6790261,472.243
0.011,6,12750,2100,199,0.211,873,992.7537853,831.1033
0.011,6,12750,2123,209.1,0.203,832,1019.535957,854.995
0.011,6,12750,2097,219.31,0.218,794,964.2069939,793.202
0.011,6,12750,2085,229.6,0.224,753,942.0024634,765.5086
0.011,6,12750,2068,239.74,0.238,718,886.5940533,724.0043
0.011,6,12750,2147,249.92,0.234,694,885.7534284,701.2448
0.011,6,12750,2158,249.92,0.232,696,891.3948558,705.3823
0.011,6,12750,2155,260.1,0.233,649,888.0149252,693.6327
0.011,6,12750,2117,260.1,0.256,663,795.3561371,604.1224
0.011,6,12750,2147,270.26,0.247,613,832.5988398,628.8079
0.011,6,12750,2111,270.26,0.274,634,704.0797424,536.4734
0.011,6,12750,2179,270.26,0.242,616,846.3525716,642.2881
0.011,6,12750,2114,280.53,0.284,596,652.3499486,508.5745
0.011,6,12750,2179,280.53,0.273,602,698.6577156,539.769
0.011,6,12750,2155,280.53,0.264,585,747.9361702,565.5368
0.011,6,12750,2126,290.66,0.273,536,706.8834001,536.7661
0.011,6,12750,2164,290.66,0.291,566,610.1368549,494.5278
0.011,6,12750,2106,300.75,0.28,486,674.0098452,516.2228
0.011,6,12750,2100,300.75,0.294,499,602.7849438,486.8773
0.011,6,12750,2158,300.75,0.283,502,651.349662,510.0889
0.011,6,12750,2100,310.68,0.281,429,669.7248519,517.6355
0.011,6,12750,2190,310.68,0.28,447,661.9106192,523.9808
0.011,6,12750,2091,320.44,0.288,377,634.8618102,501.6795
0.011,6,12750,2187,320.44,0.287,393,627.269366,509.5019
0.011,6,12750,2106,320.44,0.302,395,561.325182,476.1169
0.011,6,12750,2685,249.92,0.202,823,897.1285736,893.5818
0.011,6,12750,2652,260.1,0.241,810,774.786242,692.4131
0.011,6,12750,2688,270.26,0.232,746,801.5436142,737.1163
0.011,6,12750,2688,280.53,0.244,701,763.408999,685.2584
0.011,6,12750,2676,290.66,0.255,650,723.3252176,658.8011
0.011,6,12750,2673,300.75,0.267,598,671.6938458,629.844
0.011,6,12750,2676,310.68,0.283,551,602.6815841,593.1418
0.011,6,12750,2676,320.44,0.304,504,508.5127038,565.7278
0.011,6,12750,3164,249.92,0.209,982,871.6593601,931.3725
0.011,6,12750,3161,259.08,0.217,931,846.4447084,894.8872
0.011,6,12750,3161,270.26,0.231,876,802.9942318,834.9795
0.011,6,12750,3158,280.53,0.243,823,765.4782399,787.3807
0.011,6,12750,3155,290.66,0.254,764,728.8891593,758.8812
0.011,6,12750,3129,300.75,0.274,713,652.4267179,702.996
0.011,6,12750,3117,310.68,0.29,654,591.2812301,663.264
0.011,6,12750,3129,320.44,0.317,611,474.2756877,622.7917
0.011,6,12750,3746,290.66,0.256,911,804.9331985,896.3126
0.011,6,12750,3758,300.75,0.282,871,740.2192765,838.6106
0.011,6,12750,3714,310.68,0.311,818,632.4205938,782.7164
0.011,6,12750,3656,320.44,0.351,778,431.9645046,755.0776
0.00384,0.8,14700,4008,281.63,0.107,2273,2891.989021,2204.24
0.00384,0.8,14700,4008,290.87,0.113,2076,2824.544903,2127.813
0.00384,0.8,14700,4008,301.07,0.136,1931,2566.009115,1948.452
0.00384,0.8,14700,4008,310.28,0.167,1837,2268.013977,1755.869
0.00384,0.8,14700,4008,321.25,0.192,1640,2061.211729,1628.183
0.00384,0.8,14700,4008,329.82,0.216,1474,1882.290419,1534.042
0.00384,1.55,14700,4008,231.64,0.161,1895,2317.646516,1773.091
0.00384,1.55,14700,3984,244.77,0.182,1788,2133.510578,1655.377
0.00384,1.55,14700,3984,257.19,0.198,1687,2001.181527,1572.644
0.00384,1.55,14700,3984,272.52,0.229,1585,1780.568091,1424.913
0.00384,1.55,14700,3960,282.8,0.253,1510,1599.355047,1307.36
0.00384,1.55,14700,4008,295,0.263,1397,1541.726344,1267.589
0.00384,1.55,14700,4008,307.14,0.26,1226,1565.029841,1275.453
0.00384,1.55,14700,4008,316.2,0.291,1173,1324.227043,1143.291
0.00384,1.55,14700,3984,326.09,0.294,1017,1290.698073,1134.5
0.00384,1.55,14700,3984,334.62,0.314,916,1196.902672,1077.378
0.00384,0.8,14700,4991,301.07,0.125,2335,2931.815844,2217.482
0.00384,0.8,14700,4943,310.28,0.153,2180,2606.549006,2046.577
0.00384,0.8,14700,4943,321.25,0.187,1993,2342.129614,1878.755
0.00384,0.8,14700,4943,328.94,0.209,1816,2186.600932,1781.609
0.00384,0.8,14700,7535,290.87,0.054,3363,4588.778034,3729.876
0.00384,0.8,14700,7511,301.07,0.083,3124,4214.354514,3368.782
0.00384,0.8,14700,7535,311.31,0.114,2906,3855.478587,3005.436
0.00384,0.8,14700,7511,322.21,0.15,2626,3466.652926,2756.992
0.00384,0.8,14700,7511,331.83,0.189,2387,3343.453018,2573.427
0.00607,0.79,14700,999,290.87,0.284,1159,1122.731985,1066.489
0.00607,0.79,14700,999,300.16,0.291,1080,1095.008126,1041.239
0.00607,0.79,14700,999,312.16,0.314,994,1007.581865,966.4436
0.00607,0.79,14700,999,321.25,0.34,941,911.4165937,860.2854
0.00607,0.79,14700,999,330.83,0.367,868,811.1026885,835.9423
0.00607,0.79,14700,1604,212.03,0.028,2193,2486.623042,2219.709
0.00607,0.79,14700,1604,221.35,0.047,2126,2337.058456,2135.723
0.00607,0.79,14700,1604,231.64,0.058,2020,2252.314381,2080.878
0.00607,0.79,14700,1604,240.71,0.079,1961,2091.851768,1981.515
0.00607,0.79,14700,1604,250.91,0.094,1861,1977.235616,1914.364
0.00607,0.79,14700,1604,260.3,0.109,1775,1869.549978,1828.092
0.00607,0.79,14700,1604,271.52,0.123,1656,1773.355704,1679.307
0.00607,0.79,14700,1604,280.65,0.153,1610,1567.427021,1502.622
0.00607,0.79,14700,1604,289.92,0.163,1497,1499.389841,1446.461
0.00607,0.79,14700,1604,301.07,0.179,1365,1390.530355,1363.26
0.00607,0.79,14700,1604,310.28,0.19,1245,1315.689458,1301.37
0.00607,0.79,14700,1604,321.25,0.215,1120,1188.855125,1188.142
0.00607,0.79,14700,1594,331.83,0.246,987,1068.532655,1087.03
0.00607,0.79,14700,2209,219.36,-0.019,2683,3103.238374,2732.451
0.00607,0.79,14700,2209,229.46,-0.005,2550,2944.187168,2638.336
0.00607,0.79,14700,2209,238.78,0.012,2451,2765.658234,2518.321
0.00607,0.79,14700,2199,249.01,0.036,2345,2519.149394,2370.286
0.00607,0.79,14700,2199,259.27,0.052,2213,2361.907041,2288.828
0.00607,0.79,14700,2209,267.47,0.065,2113,2261.970137,2231.492
0.00607,0.79,14700,2209,280.65,0.094,1961,2033.400233,1999.527
0.00607,0.79,14700,2209,292,0.105,1769,1943.214069,1821.664
0.00607,0.79,14700,2199,301.07,0.116,1603,1847.807797,1713.5
0.00607,0.79,14700,2199,311.31,0.149,1504,1565.258983,1542.244
0.00607,0.79,14700,2199,320.29,0.168,1358,1430.291173,1452.409
0.00607,0.79,14700,2199,330.83,0.212,1245,1156.911959,1274.351
0.00607,0.79,14700,2708,214.26,-0.058,3200,3782.769472,3425.123
0.00607,0.79,14700,2708,224.43,-0.039,3067,3525.207152,3191.459
0.00607,0.79,14700,2708,231.64,-0.033,2935,3452.84312,3108.149
0.00607,0.79,14700,2708,243.92,0.008,2862,2966.900384,2790.087
0.00607,0.79,14700,2699,255.11,0.025,2670,2778.02845,2686.296
0.00607,0.79,14700,2718,264.41,0.035,2517,2672.395671,2622.723
0.00607,0.79,14700,2718,278.69,0.065,2312,2373.403051,2428.586
0.00607,0.79,14700,2718,288.97,0.084,2146,2203.396545,2160.33
0.00607,0.79,14700,2708,300.16,0.107,1954,1993.187388,1847.37
0.00607,0.79,14700,2699,311.31,0.119,1689,1879.816198,1756.096
0.00607,0.79,14700,2718,330.83,0.183,1385,1362.073763,1439.315
0.00607,0.79,14700,3208,230.55,-0.072,3259,4187.496053,3888.272
0.00607,0.79,14700,3189,242.85,-0.044,3074,3702.835081,3538.872
0.00607,0.79,14700,3198,255.11,-0.014,2921,3326.346214,3216.773
0.00607,0.79,14700,3189,268.49,0.008,2663,3064.509042,3029.885
0.00607,0.79,14700,3189,280.65,0.032,2444,2814.545092,2835.879
0.00607,0.79,14700,3179,296.11,0.065,2166,2479.217861,2464.687
0.00607,0.79,14700,3189,308.19,0.082,1868,2316.932922,2225.435
0.00607,0.79,14700,3189,321.25,0.118,1616,1969.179552,1780.205
0.00607,0.79,14700,3189,331.83,0.157,1418,1613.980636,1597.919
0.00607,0.79,14700,4014,260.3,-0.042,3266,3907.022792,3953.795
0.00607,0.79,14700,4014,270.51,-0.007,3160,3417.703453,3379.077
0.00607,0.79,14700,4014,279.67,0.012,2961,3200.902807,3136.952
0.00607,0.79,14700,4014,290.87,0.034,2696,2982.852046,2939.911
0.00607,0.79,14700,4014,302.15,0.053,2391,2796.676479,2700.416
0.00607,0.79,14700,4014,311.31,0.083,2246,2520.744522,2344.636
0.00607,0.79,14700,4014,321.25,0.104,1928,2328.635438,2123.891
0.00607,0.79,14700,4014,331.83,0.151,1742,1910.952074,1846.858
0.00607,0.79,14700,4956,280.65,-0.008,3412,3711.749012,3642.123
0.00607,0.79,14700,4965,290.87,0.021,3213,3376.021245,3267.052
0.00607,0.79,14700,4965,302.15,0.052,2941,3066.368196,2935.911
0.00607,0.79,14700,4965,311.31,0.066,2597,2920.042221,2766.389
0.00607,0.79,14700,4975,323.15,0.105,2279,2518.997001,2362.453
0.00607,0.79,14700,4994,331.83,0.141,2067,2180.591588,2132.67
0.00607,0.79,14700,7626,279.67,-0.05,4710,4681.209528,5210.851
0.00607,0.79,14700,7462,290.87,0,4525,4227.275203,4192.953
0.00607,0.79,14700,7587,301.07,0.026,4187,3961.711189,3982.717
0.00607,0.79,14700,7530,311.31,0.057,3802,3618.917435,3575.773
0.00607,0.79,14700,7462,323.15,0.095,3279,3225.706371,3135.429
0.00607,0.79,14700,7443,330.83,0.125,2941,2964.451798,2876.385
0.008,0.78,14700,1005,260.3,0.114,1522,1784.835,1636.735
0.008,0.78,14700,1005,272.52,0.132,1415,1673.757,1561.624
0.008,0.78,14700,1000,281.63,0.158,1359,1512.704,1424.105
0.008,0.78,14700,1011,290.87,0.168,1278,1444.518768,1354.129
0.008,0.78,14700,1005,301.07,0.201,1217,1236.91138,1234.073
0.008,0.78,14700,1000,311.31,0.217,1106,1191.286,1203.227
0.008,0.78,14700,1011,158.04,-0.083,2170,2994.554376,2588.541
0.008,0.78,14700,1011,168.28,-0.067,2099,2898.271624,2480.272
0.008,0.78,14700,1011,178.45,-0.067,1988,2898.271624,2473.398
0.008,0.78,14700,1011,188.54,-0.039,1948,2719.936032,2309.021
0.008,0.78,14700,1016,198.77,-0.013,1913,2539.074064,2169.035
0.008,0.78,14700,1016,209.12,0.012,1862,2379.54032,2058.038
0.008,0.78,14700,1016,219.36,0.037,1812,2234.41432,1949.381
0.008,0.78,14700,1016,229.46,0.046,1716,2182.16896,1915.668
0.008,0.78,14700,1016,240.71,0.073,1655,2024.60304,1805.514
0.008,0.78,14700,1027,250.07,0.087,1600,1938.75142,1748.508
0.008,0.78,14700,1022,260.3,0.1,1499,1864.5276,1705.21
0.008,0.78,14700,1005,270.51,0.136,1443,1649.073,1558.117
0.008,0.78,14700,1000,279.67,0.164,1393,1473.932,1404.363
0.008,0.79,14700,1000,158.04,-0.07,2091,2917.4,2659.414
0.008,0.79,14700,1000,167.12,-0.054,2034,2822.2,2541.331
0.008,0.79,14700,995,177.3,-0.04,1951,2733.7792,2443.454
0.008,0.79,14700,995,189.68,-0.006,1910,2500.72688,2238.238
0.008,0.79,14700,995,198.77,0.015,1863,2373.0836,2147.798
0.008,0.79,14700,995,209.12,0.025,1780,2315.406,2092.425
0.008,0.79,14700,995,219.36,0.059,1754,2119.05304,1950.511
0.008,0.79,14700,995,229.46,0.064,1656,2090.07584,1924.723
0.008,0.79,14700,989,239.85,0.093,1604,1931.756976,1809.241
0.008,0.79,14700,995,250.91,0.111,1532,1813.51808,1742.759
0.008,0.79,14700,995,261.33,0.127,1454,1714.72256,1674.986
0.008,1.57,14700,1012,260.3,0.277,969,996.68056,1075.403
0.008,1.57,14700,1018,270.51,0.304,946,901.738656,949.2087
0.008,1.57,14700,996,272.52,0.323,941,851.325744,886.5648
0.008,1.57,14700,1001,280.65,0.316,883,869.907168,908.8643
0.008,1.57,14700,996,285.9,0.341,878,793.130448,847.3936
0.008,1.57,14700,1001,290.87,0.313,812,879.562524,917.6907
0.008,1.57,14700,1001,303.23,0.33,751,824.84884,869.2142
0.008,2.44,14700,1018,111.52,0.221,1116,1173.977528,1131.688
0.008,2.44,14700,1023,126.73,0.219,1067,1178.365012,1133.255
0.008,2.44,14700,1023,146.8,0.245,1019,1101.32046,1086.41
0.008,2.44,14700,1034,168.28,0.26,967,1047.9152,1051.524
0.008,2.44,14700,1018,183.51,0.289,921,952.82068,965.3152
0.008,2.44,14700,1034,199.9,0.29,877,943.19,954.1612
0.008,2.44,14700,1029,216.26,0.307,827,887.651844,888.4055
0.008,2.44,14700,1034,228.59,0.323,799,833.914136,839.626
0.008,2.44,14700,1034,243.92,0.333,749,801.580456,807.3208
0.008,2.44,14700,1025,256.15,0.37,725,682.937,717.8738
0.008,2.44,14700,996,276.51,0.384,637,653.624736,677.1783
0.008,2.44,14700,996,292.94,0.385,570,650.37744,668.7966
0.008,2.44,14700,996,311.31,0.417,515,570.56616,571.1048
